Perfil,Unidade,Serie,Curso,Questão 1. Sei iniciar os procedimentos administrativos,Questão 1. Sei acompanhar os procedimentos administrativos,Questão 1. Sei obter informações para realizar os procedimentos administrativos,Questão 1.As informações são de simples localização,Questão 1. As informações são de simples compreensão,Questão 1. O pedido de esclarecimentos sobre os procedimentos administrativos é respondido de forma satisfatória (clara e rápida).,Questão 2. Você tem conhecimento sobre como é a jornada de trabalho dos Docentes e/ou dos Técnicos Administrativos em Educação?,Questão 3. Os horários de funcionamento dos setores são amplamente divulgados e de fácil acesso.,Questão 3. O horário de atendimento dos docentes é amplamente divulgado e de fácil acesso.,Questão 3. O horário de atendimento dos técnicos administrativos é amplamente divulgado e de fácil acesso,Questão 3. Considero que a flexibilização de 30 horas é benéfica ao desenvolvimento de atividades na instituição.,Questão 3. Considero que a normativa docente é benéfica ao desenvolvimento de atividades na instituição,Questão 4. Você conhece o organograma administrativo do IFSULDEMINAS da sua unidade?,Questão 5.Conheço as instâncias consultivas,Questão 5. Conheço as instâncias deliberativas?,Questão 6.  Você já participou de alguma consulta ou eleição? ,Questão 8. Como você avalia a facilidade de acesso,Questão 8. Como você avalia a segurança no Campus,Questão 9.  Como você avalia os serviços de segurança no campus?,Questão 10. Como você avalia o serviço prestado pela biblioteca,Questão 10. Como você avalia a quantidade de livros básicos e periódicos recomendados nas unidades curriculares,"Questão 10. Como você avalia a biblioteca quanto ao acesso a computadores, internet e bases de dados disponíveis",Questão 11.  Como você avalia o ambiente para as aulas quanto à adequação ao número de estudantes,Questão 11.  Como você avalia o ambiente para as aulas quanto à acústica,Questão 11.  Como você avalia o ambiente para as aulas quanto à luminosidade,Questão 11.  Como você avalia o ambiente para as aulas quanto à ventilação,Questão 12.  Como você avalia a manutenção/conservação das instalações físicas do seu campus?,Questão 13. Como você avalia o número de equipamentos nos laboratórios de informática?,Questão 14. Como você avalia o número de recursos multimídias?,Questão 15. Como você avalia a adequação dos laboratórios de ensino em relação ao número de alunos?,16. Como você avalia a quantidade de material disponibilizado para as atividades de laboratório ?,Questão 17. As instalações da cantina são adequadas?,Questão 17. Os serviços prestados na cantina são adequados?,Questão17. A diversidade de produtos na cantina,Questão17. A qualidade dos produtos na cantina,Questão 17. As instalações sanitárias e higiene da cantina,Questão18. Como você avalia o espaço físico do campus em relação às necessidades da comunidade acadêmica?,Questão 19. Como você avalia as instalações do campus em relação ao atendimento das pessoas com necessidades específicas?,Questão 20. Como você avalia os serviços de limpeza no campus?,Questão 21. Você já participou de outras avaliações da CPA?,Questão 22. Você já acessou os resultados de outras avaliações da CPA?,Questão 23. Como você considera a divulgação dos resultados deste processo avaliativo?,Questão 24. Há interesse em conhecer o resultado deste processo avaliativo?,Questão 25. Você consegue perceber que os resultados da autoavaliação institucional são utilizados na revisão do planejamento e das ações do IFSULDEMINAS?,Questão 25. Você consegue perceber que foram atendidos os pedidos e sugestões feitos nos questionários das semanas de autoavaliações anteriores?,Questão 26. Como você avalia o programa de assistência à saúde.,Questão 26. Como você avalia o programa de apoio às pessoas com necessidades educacionais específicas,Questão 26. Como você avalia o programa de auxílio estudantil.,"Questão 26. Como você avalia o programa de auxílio à participação em eventos acadêmicos, científicos e tecnológicos.",Questão 26. Como você avalia o programa de mobilidade estudantil nacional e internacional.,Questão 26. Como você avalia o programa de acompanhamento psicológico.,Questão 26. Como você avalia o programa de acompanhamento pedagógico.,Questão 26. Como você avalia o programa de acompanhamento de serviço social,"Questão 26. Como você avalia o programa de incentivo ao esporte, ao lazer e a cultura","Questão 26. Como você avalia a organização de grêmios estudantis, centros acadêmicos e diretórios acadêmicos",Questão 26. Como você avalia a divulgação dos programas de atendimento aos discentes,Questão 27. Como você avalia a compatibilidade entre cursos oferecidos e os recursos disponíveis para cada curso?,Questão 28. Você considera que os recursos financeiros destinados ao IFSULDEMINAS para o desenvolvimento de suas atividades são  suficientes e completos?,Questão 29. Como você avalia a eficiência e eficácia com que os recursos financeiros do IFSULDEMINAS são aplicados?
Discente do Superior,Muzambinho,4°,Bacharelado Engenharia Agronômica,Discordo plenamente,Discordo plenamente,Discordo plenamente,"Não concordo, nem discordo",Concordo plenamente,Concordo plenamente,Não,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não,Não,Não,Sim,Boa,Ruim,Muito ruins,Muito bom/boa,Regular,Ruim,Muito Bom/Boa,Bom/Boa,Regular,Muito ruim,Muito ruim,Regular,Muito bom,Boa,Muito boa,Bons/Boas,Bons/Boas,Ruins,Regulares,Bons/Boas,Regular,Boas,Bons,Não,Não,Nem eficiente e nem ineficiente,Sim,Totalmente perceptível,Não é perceptível nem imperceptível,Regular,Regular,Bom,Muito bom,Muito bom,Regular,Regular,Bom,Muito bom,Muito bom,Bom,Boa,Ruins,Ruins
Discente do Técnico,Muzambinho,2°  ,Técnico em Informática | Integrado,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Discordo plenamente,Discordo plenamente,Discordo plenamente,Sim,Concordo,Concordo plenamente,Concordo,Não concordo nem discordo,Concordo,Não,Não,Não,Sim,Boa,Regular,Regulares,Bom/Boa,Regular,Muito ruim,Bom/Boa,Regular,Regular,Ruim,Ruim,Bom,Bom,Regular,Ruim,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Muito ruim,Regular,Regulares,Não,Não,Totalmente eficiente,Sim,Perceptível,Perceptível,Bom,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Bom,Bom,Regular,Regulares,Regulares
Discente do Superior,Muzambinho,2°,Licenciatura Pedagogia EaD,Não sei responder,Não sei responder,Concordo,Concordo,Concordo,Discordo plenamente,Sim,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não,Não,Não,Não,Boa,Boa,Bons,Não sei responder,Não sei responder,Prefiro não responder,Regular,Bom/Boa,Bom/Boa,Bom/Boa,Boa,Não sei responder,Não sei responder,Não sei responder,Não se aplica,Regulares,Bons/Boas,Bons/Boas,Bons/Boas,Ruins,Bom,Boas,Regulares,Não,Não,Eficiente,Sim,Perceptível,Perceptível,Bom,Bom,Bom,Não sei,Não sei,Não sei,Bom,Bom,Bom,Bom,Bom,Muito boa,Bons,Boas
Discente do Técnico,Inconfidentes,1°  ,Técnico em Meio Ambiente | Integrado,Concordo,Concordo,Concordo,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Parcialmente,Concordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Não,Sim,Não,Não,Ruim,Regular,Regulares,Muito bom/boa,Bom/Boa,Muito bom/boa,Bom/Boa,Bom/Boa,Bom/Boa,Muito ruim,Regular,Bom,Muito bom,Regular,Boa,Bons/Boas,Regulares,Bons/Boas,Regulares,Regulares,Muito bom,Muito ruins,Regulares,Não,Não,Totalmente eficiente,Sim,Perceptível,Não sei responder,Ruim,Regular,Bom,Bom,Bom,Bom,Bom,Bom,Muito bom,Muito bom,Bom,Boa,Regulares,Boas
Discente do Técnico,Inconfidentes,6°,Técnico em Meio Ambiente | Integrado,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo,Concordo,Concordo plenamente,Sim,Concordo,Concordo,Discordo,Concordo,Concordo,Parcialmente,Sim,Sim,Sim,Boa,Regular,Bons,Muito bom/boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Ruim,Boa,Bom,Bom,Boa,Boa,Bons/Boas,Muito Bons/Boas,Regulares,Bons/Boas,Bons/Boas,Muito bom,Regular,Bons,Sim,Não,Eficiente,Sim,Perceptível,Perceptível,Bom,Bom,Regular,Bom,Regular,Bom,Regular,Muito bom,Bom,Ruim,Regular,Regular,Muito ruins,Regulares
Discente do Técnico,Muzambinho,2°  ,Técnico em Informática | Integrado,Concordo,Concordo,"Não concordo, nem discordo","Não concordo, nem discordo",Concordo,"Não concordo, nem discordo",Parcialmente,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Sim,Sim,Sim,Muito boa,Ruim,Ruins,Bom/Boa,Bom/Boa,Muito ruim,Muito Bom/Boa,Bom/Boa,Regular,Ruim,Ruim,Bom,Ruim,Boa,Regular,Regulares,Regulares,Regulares,Muito ruins,Ruins,Muito bom,Boas,Bons,Sim,Não,Não sei responder,Sim,Não sei responder,Não sei responder,Bom,Bom,Muito bom,Bom,Muito bom,Bom,Muito bom,Muito bom,Regular,Regular,Regular,Boa,Bons,Boas
Discente do Técnico,Inconfidentes,3°  ,Técnico em Meio Ambiente | Integrado,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não,Não concordo nem discordo,Não concordo nem discordo,Discordo,Não sei responder,Concordo,Não,Não,Não,Não,Muito boa,Boa,Regulares,Muito bom/boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito ruim,Boa,Muito bom,Bom,Boa,Regular,Bons/Boas,Muito ruins,Bons/Boas,Regulares,Bons/Boas,Bom,Muito ruins,Muito bons,Não,Não,Nem eficiente e nem ineficiente,Sim,Imperceptível,Não é perceptível nem imperceptível,Ruim,Bom,Regular,Regular,Regular,Regular,Bom,Bom,Muito ruim,Regular,Regular,Regular,Ruins,Regulares
Discente do Técnico,Inconfidentes,3°  ,Técnico em Alimentos | Integrado,Concordo,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Sim,Sim,Sim,Não se aplica,Não se aplica,Não se aplica,Muito bom/boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Regular,Não se aplica,Não se aplica,Sim,Sim,Prefiro não responder,Sim,Totalmente perceptível,Totalmente perceptível,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Prefiro não responder,Prefiro não responder,Prefiro não responder
Discente do Técnico,Inconfidentes,3°  ,Técnico em Meio Ambiente | Integrado,Discordo,Discordo,"Não concordo, nem discordo","Não concordo, nem discordo",Concordo,Concordo,Não,Não concordo nem discordo,Não concordo nem discordo,Não sei responder,Não sei responder,Não sei responder,Não,Não,Não,Não,Muito boa,Muito boa,Muito bons,Muito bom/boa,Muito bom/boa,Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Regular,Boa,Bom,Muito bom,Muito boa,Muito boa,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Não sei responder,Bom,Boas,Muito bons,Não,Não,Não sei responder,Não,Perceptível,Perceptível,Regular,Não sei,Não sei,Regular,Não sei,Não sei,Não sei,Não sei,Ruim,Regular,Não sei,Não sei responder,Regulares,Não sei responder
Discente do Técnico,Inconfidentes,1°  ,Técnico em Informática | Integrado,Concordo,"Não concordo, nem discordo",Concordo,Concordo,Concordo plenamente,"Não concordo, nem discordo",Não,Concordo,Concordo,Não concordo nem discordo,Não sei responder,Não sei responder,Parcialmente,Não,Não,Não,Muito boa,Ruim,Ruins,Ruim,Bom/Boa,Muito ruim,Muito Bom/Boa,Bom/Boa,Bom/Boa,Muito Bom/Boa,Boa,Bom,Bom,Boa,Boa,Bons/Boas,Bons/Boas,Regulares,Regulares,Bons/Boas,Bom,Muito boas,Bons,Não,Não,Não sei responder,Sim,Perceptível,Perceptível,Muito ruim,Bom,Bom,Muito bom,Prefiro não responder,Muito bom,Muito bom,Muito bom,Muito bom,Bom,Bom,Boa,Não sei responder,Regulares
Discente do Técnico,Inconfidentes,1°  ,Técnico em Informática | Integrado,Concordo plenamente,Concordo plenamente,Concordo,Discordo,Discordo plenamente,Não sei responder,Parcialmente,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não,Sim,Sim,Sim,Regular,Boa,Bons,Bom/Boa,Muito bom/boa,Muito bom/boa,Bom/Boa,Regular,Bom/Boa,Ruim,Regular,Regular,Regular,Regular,Regular,Muito Bons/Boas,Muito Bons/Boas,Regulares,Regulares,Muito Bons/Boas,Regular,Boas,Muito bons,Não,Não,Não sei responder,Não,Não sei responder,Não sei responder,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Ruim,Regulares,Não sei responder
Discente do Superior,Muzambinho,4°,Bacharelado Engenharia Agronômica,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Sim,Concordo,Concordo,Concordo,Concordo,Concordo plenamente,Parcialmente,Sim,Não,Sim,Boa,Boa,Bons,Muito bom/boa,Muito bom/boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Boa,Regular,Regular,Regular,Boa,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bom,Regular,Regulares,Não,Não,Eficiente,Sim,Totalmente perceptível,Perceptível,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Boa,Regulares,Boas
Discente do Técnico,Inconfidentes,1°  ,Técnico em Meio Ambiente | Integrado,Discordo plenamente,Discordo plenamente,Concordo,"Não concordo, nem discordo",Discordo plenamente,Não sei responder,Não,Concordo,Concordo plenamente,Não sei responder,Concordo plenamente,Concordo plenamente,Não,Não,Não,Não,Regular,Muito ruim,Ruins,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Regular,Regular,Ruim,Regular,Muito bom,Bom,Boa,Boa,Bons/Boas,Muito Bons/Boas,Bons/Boas,Bons/Boas,Muito Bons/Boas,Bom,Muito ruins,Muito bons,Não,Não,Não sei responder,Sim,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Bom,Regular,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Regular,Bom,Ruim,Não sei responder,Regulares,Regulares
Discente do Técnico,Inconfidentes,1°  ,Técnico em Informática | Integrado,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não,Concordo,Concordo,Concordo,Não sei responder,Não sei responder,Não,Prefiro não responder,Prefiro não responder,Não,Boa,Regular,Ruins,Bom/Boa,Bom/Boa,Muito bom/boa,Bom/Boa,Bom/Boa,Regular,Muito ruim,Boa,Bom,Bom,Boa,Regular,Bons/Boas,Bons/Boas,Bons/Boas,Regulares,Bons/Boas,Bom,Regular,Regulares,Não,Não,Eficiente,Sim,Não sei responder,Não sei responder,Regular,Regular,Bom,Não sei,Não sei,Regular,Regular,Regular,Regular,Bom,Não sei,Boa,Bons,Não sei responder
Discente do Superior,Inconfidentes,8°,Engenharia Ambiental,Discordo,Discordo,Concordo,"Não concordo, nem discordo",Concordo,"Não concordo, nem discordo",Parcialmente,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Não,Sim,Sim,Sim,Boa,Boa,Bons,Bom/Boa,Bom/Boa,Bom/Boa,Muito Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Boa,Bom,Bom,Boa,Regular,Bons/Boas,Bons/Boas,Regulares,Regulares,Bons/Boas,Bom,Não sei responder,Muito bons,Não,Não,Eficiente,Sim,Perceptível,Totalmente perceptível,Não sei,Não sei,Bom,Bom,Bom,Não sei,Não sei,Não sei,Não sei,Não sei,Bom,Boa,Regulares,Boas
Discente do Técnico,Inconfidentes,1°  ,Técnico em Informática | Integrado,Concordo,Concordo,Concordo,Concordo,"Não concordo, nem discordo","Não concordo, nem discordo",Não,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não,Não,Sim,Não,Muito ruim,Muito ruim,Muito ruins,Regular,Ruim,Bom/Boa,Ruim,Ruim,Muito ruim,Muito ruim,Ruim,Bom,Muito bom,Muito ruim,Boa,Bons/Boas,Muito Bons/Boas,Regulares,Regulares,Muito Bons/Boas,Muito bom,Boas,Ruins,Não,Não,Eficiente,Sim,Perceptível,Imperceptível,Regular,Regular,Bom,Bom,Bom,Não sei,Não sei,Não sei,Bom,Regular,Bom,Regular,Ruins,Ruins
Discente do Técnico,Inconfidentes,1°  ,Técnico em Informática | Integrado,Não sei responder,Não sei responder,"Não concordo, nem discordo",Concordo,Concordo,"Não concordo, nem discordo",Não,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Sim,Prefiro não responder,Prefiro não responder,Não,Boa,Regular,Regulares,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Bom/Boa,Regular,Boa,Bom,Bom,Boa,Muito boa,Bons/Boas,Bons/Boas,Regulares,Regulares,Bons/Boas,Bom,Não sei responder,Regulares,Não,Não,Não sei responder,Sim,Perceptível,Não sei responder,Bom,Não sei,Regular,Regular,Regular,Regular,Regular,Não sei,Bom,Bom,Bom,Não sei responder,Regulares,Boas
Discente do Técnico,Muzambinho,2°  ,Técnico em Informática | Integrado,Concordo,Concordo,Discordo,"Não concordo, nem discordo",Concordo,Discordo,Parcialmente,Concordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não,Não,Não,Não,Muito boa,Boa,Bons,Muito bom/boa,Muito bom/boa,Ruim,Muito Bom/Boa,Regular,Regular,Regular,Regular,Bom,Bom,Boa,Boa,Bons/Boas,Bons/Boas,Bons/Boas,Regulares,Bons/Boas,Bom,Regular,Bons,Sim,Não,Não sei responder,Sim,Perceptível,Não é perceptível nem imperceptível,Bom,Bom,Bom,Muito bom,Bom,Bom,Bom,Regular,Muito bom,Bom,Regular,Boa,Regulares,Regulares
Discente do Superior,Muzambinho,4°,Bacharelado Engenharia Agronômica,Concordo,Concordo,Concordo,Concordo,Concordo,"Não concordo, nem discordo",Parcialmente,Discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Concordo,Parcialmente,Prefiro não responder,Prefiro não responder,Não,Boa,Regular,Bons,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Regular,Regular,Regular,Boa,Bom,Bom,Boa,Boa,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bom,Boas,Bons,Não,Não,Eficiente,Não,Perceptível,Perceptível,Regular,Bom,Regular,Bom,Bom,Regular,Regular,Regular,Regular,Regular,Regular,Boa,Bons,Boas
Discente do Superior,Muzambinho,4°,Bacharelado Engenharia Agronômica,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Discordo,Concordo,"Não concordo, nem discordo",Sim,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo plenamente,Concordo plenamente,Não,Não,Não,Não,Boa,Boa,Bons,Muito bom/boa,Muito bom/boa,Ruim,Bom/Boa,Bom/Boa,Bom/Boa,Ruim,Ruim,Bom,Muito bom,Muito boa,Muito boa,Regulares,Ruins,Bons/Boas,Ruins,Muito Bons/Boas,Muito bom,Muito boas,Muito bons,Sim,Não,Não sei responder,Sim,Não é perceptível nem imperceptível,Imperceptível,Bom,Bom,Ruim,Prefiro não responder,Bom,Bom,Bom,Ruim,Bom,Regular,Muito bom,Muito boa,Regulares,Regulares
Discente do Técnico,Inconfidentes,1°  ,Técnico em Informática | Integrado,Concordo,Discordo,Concordo,Discordo,"Não concordo, nem discordo","Não concordo, nem discordo",Não,Não concordo nem discordo,Não sei responder,Discordo,Concordo,Concordo,Não,Não,Sim,Sim,Não sei responder,Não sei responder,Não sei responder,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Bom,Bom,Não sei responder,Boa,Bons/Boas,Bons/Boas,Regulares,Bons/Boas,Regulares,Bom,Ruins,Bons,Prefiro não responder,Prefiro não responder,Não sei responder,Sim,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Bom,Regular,Não sei,Bom,Não sei,Bom,Bom,Bom,Não sei,Não sei,Regular,Não sei responder,Não sei responder,Não sei responder
Discente do Técnico,Inconfidentes,2°  ,Técnico em Alimentos | Integrado,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Não,Não concordo nem discordo,Concordo plenamente,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não,Prefiro não responder,Não,Sim,Boa,Regular,Regulares,Bom/Boa,Bom/Boa,Regular,Bom/Boa,Regular,Bom/Boa,Regular,Boa,Bom,Regular,Regular,Boa,Regulares,Bons/Boas,Regulares,Bons/Boas,Bons/Boas,Bom,Regular,Muito bons,Sim,Não,Eficiente,Sim,Perceptível,Perceptível,Regular,Regular,Bom,Bom,Regular,Regular,Bom,Regular,Bom,Bom,Bom,Boa,Regulares,Regulares
Discente do Superior,Muzambinho,4°,Bacharelado Engenharia Agronômica,Concordo plenamente,Concordo plenamente,Concordo plenamente,Discordo plenamente,Discordo plenamente,"Não concordo, nem discordo",Não,Concordo plenamente,Concordo,Concordo,Concordo plenamente,Concordo plenamente,Não,Sim,Não,Não,Muito boa,Regular,Bons,Muito bom/boa,Muito bom/boa,Regular,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Regular,Regular,Muito bom,Bom,Boa,Boa,Muito Bons/Boas,Bons/Boas,Ruins,Regulares,Ruins,Muito bom,Muito boas,Regulares,Não,Não,Nem eficiente e nem ineficiente,Sim,Perceptível,Perceptível,Muito bom,Muito bom,Muito bom,Regular,Bom,Não sei,Muito bom,Muito bom,Regular,Bom,Regular,Boa,Muito ruins,Regulares
Discente do Técnico,Muzambinho,2°  ,Técnico em Informática | Integrado,Discordo,Concordo,Concordo plenamente,Discordo,Discordo,Discordo,Parcialmente,Concordo,Concordo plenamente,Não concordo nem discordo,Concordo plenamente,Concordo plenamente,Não,Sim,Sim,Sim,Boa,Boa,Regulares,Muito bom/boa,Bom/Boa,Ruim,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Bom,Bom,Regular,Regular,Muito Bons/Boas,Bons/Boas,Muito Bons/Boas,Regulares,Muito Bons/Boas,Bom,Boas,Bons,Não,Não,Nem eficiente e nem ineficiente,Sim,Perceptível,Perceptível,Muito bom,Bom,Muito bom,Bom,Bom,Muito bom,Bom,Bom,Bom,Muito bom,Regular,Boa,Regulares,Regulares
Discente do Superior,Muzambinho,6°,Bacharelado Engenharia Agronômica,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Não,Não concordo nem discordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Não,Não,Não,Sim,Muito boa,Regular,Regulares,Bom/Boa,Bom/Boa,Muito ruim,Regular,Bom/Boa,Bom/Boa,Muito ruim,Ruim,Bom,Bom,Ruim,Regular,Regulares,Regulares,Ruins,Ruins,Regulares,Bom,Muito boas,Regulares,Não,Não,Nem eficiente e nem ineficiente,Sim,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Bom,Bom,Regular,Regular,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Regular,Muito ruins,Muito ruins
Discente do Técnico,Inconfidentes,1°  ,Técnico em Informática | Integrado,Concordo,"Não concordo, nem discordo",Concordo,Concordo,Concordo,Concordo,Não,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não,Não,Não,Sim,Muito ruim,Muito ruim,Ruins,Regular,Bom/Boa,Muito bom/boa,Ruim,Ruim,Ruim,Muito ruim,Muito ruim,Regular,Regular,Regular,Regular,Bons/Boas,Ruins,Muito ruins,Muito ruins,Regulares,Bom,Regular,Ruins,Não,Não,Não sei responder,Sim,Não sei responder,Não sei responder,Regular,Regular,Regular,Regular,Não sei,Bom,Não sei,Não sei,Bom,Não sei,Regular,Regular,Ruins,Ruins
Discente do Superior,Muzambinho,4°,Bacharelado Engenharia Agronômica,Concordo,Concordo,Concordo,Concordo,Concordo,"Não concordo, nem discordo",Sim,Concordo,Concordo,Concordo plenamente,Concordo plenamente,Concordo plenamente,Não,Não,Sim,Não,Muito boa,Boa,Bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Regular,Bom/Boa,Bom/Boa,Muito ruim,Regular,Regular,Bom,Regular,Regular,Ruins,Muito ruins,Ruins,Ruins,Muito ruins,Bom,Boas,Bons,Sim,Não,Nem eficiente e nem ineficiente,Sim,Perceptível,Perceptível,Muito bom,Muito bom,Muito bom,Muito bom,Bom,Muito bom,Muito bom,Muito bom,Bom,Bom,Muito bom,Regular,Muito ruins,Ruins
Discente do Superior,Muzambinho,7°,Bacharelado Engenharia Agronômica,"Não concordo, nem discordo","Não concordo, nem discordo",Concordo,"Não concordo, nem discordo",Concordo,Concordo,Parcialmente,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Não,Não,Não,Não,Boa,Boa,Regulares,Muito bom/boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Regular,Boa,Bom,Bom,Boa,Boa,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Bom,Boas,Bons,Sim,Sim,Eficiente,Sim,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Não sei,Bom,Não sei,Não sei,Não sei,Não sei,Bom,Não sei,Não sei,Bom,Bom,Boa,Muito ruins,Prefiro não responder
Discente do Superior,Muzambinho,2°,Bacharelado Engenharia Agronômica,Concordo plenamente,Concordo plenamente,Concordo,"Não concordo, nem discordo",Concordo plenamente,Concordo plenamente,Parcialmente,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Não,Sim,Sim,Sim,Boa,Muito boa,Bons,Muito bom/boa,Não sei responder,Não sei responder,Muito Bom/Boa,Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Boa,Regular,Bom,Boa,Boa,Muito Bons/Boas,Muito Bons/Boas,Regulares,Regulares,Muito Bons/Boas,Muito bom,Regular,Muito bons,Não,Não,Não sei responder,Sim,Totalmente perceptível,Não sei responder,Bom,Não sei,Muito bom,Muito bom,Muito bom,Não sei,Muito bom,Não sei,Muito bom,Não sei,Regular,Muito boa,Regulares,Boas
Discente do Superior,Inconfidentes,4°,Tecnologia em Gestão Ambiental,Concordo plenamente,Concordo plenamente,Concordo plenamente,Discordo plenamente,Concordo plenamente,Concordo plenamente,Sim,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Sim,Sim,Sim,Não,Muito boa,Muito boa,Muito bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Regular,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito boa,Muito bom,Muito bom,Muito boa,Muito boa,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito bom,Muito boas,Muito bons,Não,Não,Eficiente,Sim,Totalmente perceptível,Totalmente perceptível,Bom,Bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito boa,Bons,Boas
Discente do Técnico,Passos,3°,Técnico em Informática | Integrado,Discordo plenamente,Discordo plenamente,Discordo plenamente,Discordo,Concordo,"Não concordo, nem discordo",Não,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não,Não,Não,Sim,Boa,Regular,Bons,Regular,Muito bom/boa,Muito bom/boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Ruim,Bom,Regular,Regular,Boa,Regulares,Bons/Boas,Bons/Boas,Regulares,Regulares,Regular,Boas,Bons,Não,Não,Ineficiente,Sim,Imperceptível,Totalmente imperceptível,Muito ruim,Regular,Bom,Ruim,Muito ruim,Ruim,Regular,Regular,Regular,Regular,Regular,Regular,Ruins,Ruins
